name,time,f,content,transmit,comment,praise,spiderTime
静怡姐姐本尊,04月08日 14:45 转赞人数超过40,iPhone 12 Pro Max,#上海现有本土感染者超10万例#,3,32,54,2022-04-09
穿书之成为顶流写手,04月08日 14:41 转赞人数超过100,iPhone客户端,觉得最近都好丧！！！！！该死的疫情！！！！ ​,2,68,198,2022-04-09
草一只猫猫,04月08日 14:30 转赞人数超过90,nova5Pro人像超级夜景,@华东师范大学,2,3,96,2022-04-09
浙江公安,04月08日 14:24 转赞人数超过50,微博视频号,#疫情当前警察不退#,101,16,4,2022-04-09
尹尹尹_大白,04月08日 14:19 转赞人数超过10,荣耀V20 4800万3D相机,#东营疫情#,转发,11,17,2022-04-09
蓝鲸财经记者工作平台,04月08日 14:15 转赞人数超过40,微博视频号,【上海确诊病例有1例重型，18岁至60岁占69%，感染者年龄最小10天】4月8日上午10:00，上海举行疫情防控工作新闻发布会，会上市卫生健康委一级巡视员吴乾渝吴乾渝介绍，自3月1日以来，截至4月7日24时，本市累计报告本土阳性感染者131524例，其中无症状感染者127131例、确诊病例4393例。在确诊病例中，有 ​,29,21,16,2022-04-09
,,,,,,,2022-04-09
陳文笙Vincent,04月08日 14:12 转赞人数超过2200,微博视频号,#东营疫情#,56,53,2420,2022-04-09
初桐呐,04月08日 14:08 转赞人数超过100,Android,#西安新增11例本土确诊病例#,1,6,119,2022-04-09
用户7490035733,04月08日 14:05 转赞人数超过20,HUAWEI P40 Pro 5G,#上海疫情 同济大学疫情#,4,评论,28,2022-04-09
济阳检察,04月08日 13:46 转赞人数超过20,Android,#电视剧猎罪图鉴中的法律知识#,8,15,21,2022-04-09
KK钢铁侠911,04月08日 13:41 转赞人数超过10,iPhone 13 Pro Max(金色),泰国已经放开旅游了，,6,1,8,2022-04-09
北京时间,04月08日 13:41 转赞人数超过70,,【,10,27,86,2022-04-09
重庆九龙坡法院,04月08日 13:34 转赞人数超过10,微博视频号,【上海目前阳性感染者超13万例：含1例重型，年龄最小10天】4月8日，上海市举行疫情防控工作新闻发布会，市卫生健康委一级巡视员吴乾渝表示目前本市确诊病例有1例重型。从年龄结构来看，所有确诊病例中，18岁及以下占15%，18岁至60岁占69%，60岁及以上占16%。所有感染者中，年龄最小10天，最大98岁。 ​,转发,17,18,2022-04-09
侵华日军南京大屠杀遇难同胞纪念馆,04月08日 13:32 转赞人数超过20,微博视频号,#江东门的钟声#,1,评论,27,2022-04-09
法治四川,04月08日 13:23 转赞人数超过10,依法治省办Android,【辛苦了！,2,3,10,2022-04-09
六安金泫雅,04月08日 13:12 转赞人数超过10,iPhone客户端,屠猪馆闭馆了，我要和我爱的5⃣️楼说再见了,转发,7,16,2022-04-09
木有先生_cop,04月08日 13:05 转赞人数超过10,iPhone客户端,在网上买了瓜子，因为疫情都快一个月了，包裹还在路上徘徊，估计等到我这都哈喇了吧…,转发,27,14,2022-04-09
辽宁共青团,04月08日 12:57 转赞人数超过100,微博视频号,北京：两批境外来京服装货物中检出核酸阳性 。,14,8,175,2022-04-09
小小蓝果,04月08日 12:56 转赞人数超过30,iPad mini,#句容疫情#,转发,评论,43,2022-04-09
hyun_BAMBI,04月08日 12:54 转赞人数超过10,EXO超话,,转发,3,14,2022-04-09
YAOYANG-92,04月08日 12:43 转赞人数超过60,宋茜超话,,1,16,73,2022-04-09
尖单瓦T,04月08日 12:41 转赞人数超过10,尖单瓦超话,ཞེ་དངངས་དངངས་ཀྱི་ནད་རིམས་འདི་ལ།།,转发,2,17,2022-04-09
陈敏-CS,04月08日 12:40 转赞人数超过20,,前天在网上看到一个让我很愕然的说法，大概意思就是“疫情对民生经济的影响没那么大，原因是很多行为可以在网上办公”。,转发,17,27,2022-04-09
山西晚报,04月08日 12:37 转赞人数超过100,,#关于病例16-21活动轨迹的通告#,26,55,191,2022-04-09
说给电竞美少女们,04月08日 12:36 转赞人数超过90,,投稿：,3,69,154,2022-04-09
商丘古城,04月08日 12:34 转赞人数超过10,nova7你在焦点在,#商丘带星#,31,37,36,2022-04-09
,,,,,,,2022-04-09
楠子和小妞,04月08日 12:13,iPhone 11 Pro Max,邻居说，我现在穿着白色裙子去你家拍照，可以吗？,转发,16,11,2022-04-09
宇宙最强表白,04月08日 12:08 转赞人数超过100,iPhone客户端,#都快忘记疫情前的生活了#,29,80,161,2022-04-09
蓝鲸财经记者工作平台,04月08日 12:08 转赞人数超过200,iPhone 12 Pro,【人民日报：,221,43,74,2022-04-09
宅数码Kael,04月08日 12:07 转赞人数超过10,真我GT Neo3,#五大行回应因疫情不能按时还房贷问题#,4,13,28,2022-04-09
spaceboii,04月08日 12:05 转赞人数超过100,iPhone X,​​​​​ ​​  ​ ​​,9,13,133,2022-04-09
刘柏柏,04月08日 12:01 转赞人数超过10,vivo NEX AI智慧旗舰,#武汉解封两周年#,6,2,16,2022-04-09
威海晚报,04月08日 11:35 转赞人数超过20,HUAWEI P30,#统筹疫情防控和经济社会发展#,35,54,59,2022-04-09
浙江公安,04月08日 11:30 转赞人数超过50,,#疫情当前警察不退#,115,17,2,2022-04-09
銭江潮里,04月08日 11:26,微博国际版,#宠物不该沦为疫情的牺牲品#,转发,4,13,2022-04-09
捡尽寒枝叶,04月08日 11:23 转赞人数超过20,iPhone客户端,#上海新增本土确诊824例无症状20398例#,转发,1,30,2022-04-09
阿欢要岁岁平安,04月08日 11:21 转赞人数超过10,舒远超话,,转发,29,16,2022-04-09
暴富暴瘦暴美皆可,04月08日 11:20 转赞人数超过10,iPhone客户端,#上海新增本土确诊824例无症状20398例#,转发,1,13,2022-04-09
文拙zz,04月08日 11:17 转赞人数超过20,OPPO Reno6 5G,#青岛高校解封#,转发,2,35,2022-04-09
鲁国平先生,04月08日 11:11 转赞人数超过50,微博视频号,上海疫情下的两位女子：第一位女子：有人发视频说上海一小区菜堆在那里烂掉了都没人管，小区居民（这位女子）出来澄清：不是没人管，一直有人管，一直有人分，中间停了一天，因为有一个分菜的人阳性了。,3,18,76,2022-04-09
修勾银银u,04月08日 11:06 转赞人数超过10,荣耀畅玩9A,#潍坊开学#,转发,9,22,2022-04-09
拆台CT,04月08日 11:01 转赞人数超过100,,#上海新增本土确诊824例无症状20398例#,37,103,451,2022-04-09
TerryBreeze,04月08日 10:59 转赞人数超过10,iPhone客户端,#上海新增无症状感染者超2万例#,1,5,28,2022-04-09
成都高新法院,04月08日 10:58,微博视频号,【,转发,评论,赞,2022-04-09
淮南公安在线,04月08日 10:58,微博视频号,#皖警抗疫#,2,4,4,2022-04-09
,,,,,,,2022-04-09
浙江城市之声,04月08日 10:58,iPhone 13,【杭州出台关心关爱货车司机十条举措】,转发,1,2,2022-04-09
Alice炸地球,04月08日 10:58,HUAWEI Mate 40E,我们都是上海防疫市民中普通的一份子，我们自律，坚持足不出户，配合核酸，绝对不给基层人员添麻烦。然而近期屡屡发生的打死宠物事件，给我们深爱的上海带来了许多也许并不公正的非议！这座城市的居民，无比尊重每一个生命的重量！请求允许给被隔离的主人家的宠物们一条生路，请禁止扑杀宠物！养宠家庭 ​,1,评论,3,2022-04-09
宣州公安,04月08日 10:58,微博视频号,#抗击疫情 我们在行动#,1,评论,1,2022-04-09
小狸会永远发光,04月08日 10:58,时代少年团周边中转站超话,,转发,3,3,2022-04-09
福州公安,04月08日 10:58,微博视频号,#福州战疫#,转发,评论,赞,2022-04-09
安阳交通广播,04月08日 10:58,K30 至尊纪念版,【,转发,评论,赞,2022-04-09
陈奕迅的F-,04月08日 10:58,iPhone客户端,没别的意思,转发,5,15,2022-04-09
郑允浩浩浩,04月08日 10:58,亲亲允浩的iPhone XS Max,#长春疫情#,转发,12,7,2022-04-09
镇边加贝,04月08日 10:58,微博视频号,#五大行回应因疫情不能按时还房贷问题#,转发,评论,赞,2022-04-09
四川网警巡查执法,04月08日 10:58,微博视频号,#疫情当前 警察不退#,转发,评论,3,2022-04-09
财经趋势女神,04月08日 10:58,微博 weibo.com,4月初俄罗斯石油产量创下近两年来最大降幅，因一些买家在俄乌冲突后转向别处寻找能源供应，而且俄罗斯经济增长面临不确定性也打击了国内需求。如果这种情况持续整月，4月份原油产量将比3月减少约50万桶/日，这是2020年新冠疫情初期俄罗斯跟随OPEC+大幅减产以来的最大降幅。,转发,评论,赞,2022-04-09
一只辣辣fo,04月08日 10:58,小粉板砖iPhone 13,我每天看着淮南的疫情情况 看着凤台县的新增病例 这个数字我一点也不感到奇怪 不是因为我在千里之外 影响不到我  而是从一开始那些自称为人民服务的人 根本没有做到为人民服务 刚爆发的时候 我妹妹所在的学校在封城的情况下 要求家长把全部学生接回家 说是接到教育局通知 学校不准留人 我不知道是哪个 ​,转发,1,4,2022-04-09
赧2011,04月08日 10:58,微博 weibo.com,【湾里太平镇 | 创建健康社区，为群众撑起健康保护伞】,转发,评论,3,2022-04-09
重庆九龙坡法院,04月08日 10:57,微博视频号,【,转发,16,19,2022-04-09
曹臻一,04月08日 10:57,HUAWEI P40 Pro 5G,深圳居然给动物建方仓医院，给小动物颁发抗疫的荣誉证书。深圳真是一个伟大的城市，不仅仅体现在对生命的态度上。疫情发生了，在流程的设置上，保留了市场的能力，也保留了对物资的配送通畅，永远的流程思维，真是创业者建立起来的城市。喜欢深圳，这个城市可以中心化，又可以市场化。居委会的人是体制 ​,转发,评论,5,2022-04-09
就是要关注你怎么着吧,04月08日 10:57,OPPO Reno4 Pro 5G,#山东菏泽400岁牡丹王开花了#,转发,9,10,2022-04-09
芝士辣椒小姐姐,04月08日 10:57,iPhone客户端,他对我说，逆境修心,转发,2,3,2022-04-09
Shangri_La2015,04月08日 10:57,HUAWEI Mate 10 Pro,上海疫情爆发后，阴谋论也广泛流传起来。但就算有汉奸，为了利益里应外合搞出这一轮疫情，但病毒特性摆在那里，统计数据也在那里，重症死亡率几乎为零，绝大多数可以自愈。上海每天持续暴增也说明了，国家队入场，军队出马，全国支援，强力执行动态清理，也没有遏制住阳性上升的势头，说明是病毒特性使 ​,转发,评论,8,2022-04-09
,,,,,,,2022-04-09
云梦未来,04月08日 10:57,微博视频号,,1,1,2,2022-04-09
文汇报,04月08日 10:57,微博视频号,疫情面前，没有人是旁观者，每个人都是责任人！他们很平凡很普通，但他们发出的声音温暖如春！这一刻，让我们一起守“沪”！,转发,评论,2,2022-04-09
范紫乔,04月08日 10:57,iPhone客户端,长春 0志”在心中 “愿”在行动,转发,评论,赞,2022-04-09
解放日报,04月08日 10:57,360安全浏览器,【已有十多个省市和解放军医疗队、采样检测队来沪增援，感谢逆行者们！】记者询问，近日陆续有来自全国各地的医疗队抵达上海，投入到工作当中，能否具体介绍一下他们参与了哪些工作？,3,评论,1,2022-04-09
来颗糖可以吗_,04月08日 10:57,赵丽颖的颖火虫,#一确诊病例曾到访北京昌平两家餐馆#,5,6,21,2022-04-09
东楚晚报,04月08日 10:57,iPhone XS Max,【刚刚，黄石疾控发布最新疫情防控健康提示！】当前，全国新增本土感染者快速增长，多地多点发生聚集性疫情，部分地区社区传播仍未阻断，疫情仍在高位运行，外溢病例及续发疫情多发，防控形势严峻复杂，我市外防输入工作持续加压。为做好当前形势下我市疫情防控，降低疫情输入及传播风险，4月8日，黄石 ​,转发,评论,1,2022-04-09
天邢者一踏雪寻牛,04月08日 10:57,,南通各市县GDP最终复核，崇川区夺冠！,17,2,270,2022-04-09
昆明消防,04月08日 10:57,微博 weibo.com,#上海现有本土感染者超10万例#,1,10,7,2022-04-09
天津市总工会,04月08日 10:56,微博 weibo.com,#防控疫情 天津在行动#,转发,评论,赞,2022-04-09
广州交通电台,04月08日 10:56,,【广州花都暂停现场祭扫】刚刚，,转发,评论,赞,2022-04-09
祝四通一达早日倒闭,04月08日 10:56,小米11,#五大行回应因疫情不能按时还房贷问题#,转发,1,3,2022-04-09
泉州消防,04月08日 10:56,小米CC9e,【高校宿舍防火防疫指南,2,3,6,2022-04-09
天津市总工会,04月08日 10:56,微博 weibo.com,#防控疫情 天津在行动#,转发,评论,赞,2022-04-09
厦门卫视,04月08日 10:56,微博视频号,#厦门报告新增本土确诊病例1例#,转发,评论,1,2022-04-09
东方网,04月08日 10:56,微博视频号,【樊嘉：感谢方舱的病人对医护人员的理解和支持】,2,1,6,2022-04-09
岳阳共青团,04月08日 10:56,微博视频号,沈阳 “大白”帮封控楼主人喂狗，好几天没看到狗影，家已经被拆得差不多了……,转发,评论,1,2022-04-09
知道吗o,04月08日 10:56,,怎么买菜？,转发,评论,3,2022-04-09
阆中飞帅,04月08日 10:56,微博视频号,紧急提醒‖阆中人一定要看，多趟列车暂时停运，买了票的赶紧免费退票,转发,评论,2,2022-04-09
黄山市人民政府发布,04月08日 10:55,微博 weibo.com,#疫情防控#,转发,1,2,2022-04-09
认真少女Notime,04月08日 10:55,iPhone客户端,#南昌疫情#,转发,2,13,2022-04-09
,,,,,,,2022-04-09
我爱风雨停,04月08日 10:55,iPhone客户端,#抗击疫情#,1,评论,1,2022-04-09
黄山市人民政府发布,04月08日 10:55,微博 weibo.com,#疫情防控#,1,评论,赞,2022-04-09
香港金融街,04月08日 10:55,分享按钮,【今年首季MPF挫逾6%兩年最差 人均蝕1.66萬】,转发,1,2,2022-04-09
和平主义狂想论,04月08日 10:55,iPhone客户端,#成都疫情#,转发,评论,3,2022-04-09
无锡都市生活广播,04月08日 10:55,iPhone客户端,【,1,评论,1,2022-04-09
張咩咩apr,04月08日 10:55,iPhone客户端,最近天气越来越好了！,转发,3,5,2022-04-09
Never张祥恒,04月08日 10:55,iPhone 8,天气真好💕,转发,评论,9,2022-04-09
粉笔罗成兴,04月08日 10:55,iPhone XS Max,#五大行回应因疫情不能按时还房贷问题#,转发,5,8,2022-04-09
是颗蜜糖呀,04月08日 10:55,iPhone客户端,真的救命了廊坊能不能把快递通了 猫粮进不来 猫都要饿死了,转发,12,10,2022-04-09
naomi815,04月08日 10:55,iPhone客户端,替上海朋友说一句,2,评论,5,2022-04-09
黄龙检察,04月08日 10:55,微博视频号,#上海新增本土确诊824例无症状20398例#,转发,12,6,2022-04-09
不瘦到85斤不换名嘞,04月08日 10:55,OPPO K7x,9号就是在隔离宾馆待一个月了,转发,评论,2,2022-04-09
沈阳智障维修中心,04月08日 10:55,HarmonyOS设备,见亮了！,转发,评论,3,2022-04-09
我正沉入一代人的海,04月08日 10:55,iPhone客户端,渝康码下面有这一排黄色的字进不了高铁站吗？连续两天都做了核酸都是阴性，要怎么消掉这一排黄色的字呢？可以申诉吗？,转发,45,6,2022-04-09
皮具里的模型yhtd999520,04月08日 10:55,马靴超话,,转发,8,7,2022-04-09
数码二狗,04月08日 10:55,新版微博 weibo.com,,转发,11,1,2022-04-09
连云港市海州区法院,04月08日 10:55,微博视频号,#疫情当前 警察不退#,转发,评论,赞,2022-04-09
山西新闻网,04月08日 10:55,微博 weibo.com,#在山西#,转发,评论,赞,2022-04-09
芋圆重新去钟离郡遛狗,04月08日 10:54,iPhone客户端,#芋圆儿分享近日#,转发,评论,2,2022-04-09
非匿名邮差,04月08日 10:54,Android,上学期走的时候，彼此都说答辩时再见，不久就会再见,转发,1,2,2022-04-09
,,,,,,,2022-04-09
浪个哩个蕾_,04月08日 10:54,iPhone客户端,所有的计划又又又变成等疫情结束,转发,评论,3,2022-04-09
三秦青年,04月08日 10:54,微博 weibo.com,【陕西（商洛）新增1例本土确诊病例】,转发,1,2,2022-04-09
天津市总工会,04月08日 10:54,微博 weibo.com,#防控疫情 天津在行动#,转发,评论,赞,2022-04-09
这里是儋州,04月08日 10:54,微博 weibo.com,#海南疫情#,转发,评论,2,2022-04-09
成都共青团,04月08日 10:54,微博 weibo.com,"#疫情防控,成都在行动#",2,评论,7,2022-04-09
害就叫这个吧97,04月08日 10:54,荣耀30 5G,#宠物不该沦为疫情的牺牲品#,1,1,6,2022-04-09
蓬溪发布,04月08日 10:54,iPhone客户端,蓬溪县应对新型冠状病毒感染肺炎疫情,转发,1,2,2022-04-09
Jacki3ee,04月08日 10:54,iPhone客户端,#宠物不该沦为疫情的牺牲品#,转发,评论,5,2022-04-09
吴姗Ms,04月08日 10:54 转赞人数超过100,搞笑超话,#等疫情结束去趟西藏吧#,119,117,132,2022-04-09
淮南大余,04月08日 10:54,微博视频号,#淮南疫情#,转发,评论,赞,2022-04-09
Dangtaotao,04月08日 10:53,荣耀50 5G,4月8日，周五，晴,转发,1,3,2022-04-09
东南早报,04月08日 10:53,iPhone客户端,#泉州疫情最新情况#,转发,评论,赞,2022-04-09
湛江开发区官博,04月08日 10:53,新版微博 weibo.com,【我区主要领导率队调研疫情防控工作】,1,评论,赞,2022-04-09
时光机lan,04月08日 10:53,iPhone客户端,#上海疫情#,1,5,10,2022-04-09
上海攻略君,04月08日 10:53,微博视频号,多架次运-20大型运输机降落在上海虹桥机场，支援上海疫情防控工作！我们大上海一定能战胜此次疫情！💪上海加油！！！,4,1,9,2022-04-09
抚顺妇女,04月08日 10:53,微博视频号,#喜迎二十大 辽宁在行动#,转发,评论,2,2022-04-09
锦绣潇湘-文旅湖南,04月08日 10:53,iPhone客户端,#湖南旅游#,6,2,6,2022-04-09
直女下海,04月08日 10:53,iPhone客户端,#上海新增本土确诊824例无症状20398例#,2,评论,6,2022-04-09
翟文帆-Orange,04月08日 10:53,iPhone 12 Pro,#西安疫情#,转发,1,2,2022-04-09
,,,,,,,2022-04-09
今日建德,04月08日 10:53,微博视频号,杭州出台硬核措施,转发,评论,1,2022-04-09
星空下的Fish-,04月08日 10:53,iPhone客户端,#五大行回应因疫情不能按时还房贷问题#,转发,2,11,2022-04-09
吉林乌拉圈,04月08日 10:53,乌拉圈超话,#长春3人明知被感染仍经营超市#,转发,2,8,2022-04-09
快点温州APP,04月08日 10:53,微博视频号,#聚焦2022温州两会#,1,评论,1,2022-04-09
lorryqueen,04月08日 10:53,nova8Pro我由我掌镜,#南通大学疫情#,1,1,33,2022-04-09
不认真,04月08日 10:53,iPhone客户端,#郑州无疫情夏日图鉴#,转发,评论,2,2022-04-09
文明兰州,04月08日 10:52,文明兰州超话,,转发,1,赞,2022-04-09
辛玥Cynthia,04月08日 10:52,iPhone 13 Pro,最近。,转发,2,3,2022-04-09
别叫她不早睡,04月08日 10:52,iPhone客户端,#上海疫情#,1,1,3,2022-04-09
香港金融街,04月08日 10:52,分享按钮,【投資者連環沽貨止賺離場】,转发,1,1,2022-04-09
大牛哥runner,04月08日 10:52,微博视频号,今天嘉兴市南湖区全员核酸检测,转发,评论,1,2022-04-09
DT财经,04月08日 10:52,微博 weibo.com,【干货！疫情防控中的工资、房贷、房租等12个法律事项！你一定要知道！ ​​​】,1,评论,赞,2022-04-09
佳妃没有猫mua,04月08日 10:52,iPhone客户端,#这波新冠疫情还要持续多久#,转发,1,2,2022-04-09
范炜,04月08日 10:52,新版微博 weibo.com,#疫情#,转发,评论,3,2022-04-09
曼走庄园,04月08日 10:52,iPhone客户端,#宠物不该沦为疫情的牺牲品#,转发,评论,赞,2022-04-09
悦悦lei,04月08日 10:52,iPhone客户端,#河北疫情管理一刀切#,1,7,21,2022-04-09
青岛公安,04月08日 10:52,新版微博 weibo.com,#我为群众办实事#,2,评论,1,2022-04-09
都市晨报,04月08日 10:52,新版微博 weibo.com,#重点关注#,1,评论,1,2022-04-09
抚顺妇女,04月08日 10:52,,【沈阳市新冠肺炎疫情防控指挥部通告（第47号）】为更好地统筹做好疫情防控和经济社会发展，保证春耕生产全面有序开展，在沈阳市新冠肺炎疫情防控指挥部第39号、第44号通告的基础上，根据各地区疫情防控形势，现就调整部分涉农地区疫情防控措施有关事项通告如下：,转发,评论,1,2022-04-09
陇南武都发布,04月08日 10:52,iPhone客户端,#兰州90后村支书抗疫四部曲#,1,评论,2,2022-04-09
,,,,,,,2022-04-09
新都资讯,04月08日 10:52,iPhone 12,【,转发,1,4,2022-04-09
-甜惠小羊,04月08日 10:52,iPhone客户端,求求快点解封吧,转发,3,8,2022-04-09
吉视守望都市,04月08日 10:52,微博视频号,【陕西援吉检测及采样队完成采样量116万人次】截至4月5日，这支由陕西省315名医务工作者组成的陕西省援吉核酸检测及采样队已经完成116万人次的核酸采样、4万管的核酸样本检测。他们正以精准的检测结果和高效的采样效率，助力吉林打赢疫情防控大仗硬仗。,转发,1,2,2022-04-09
乌兰察布日报微博,04月08日 10:52,微博视频号,【,2,1,6,2022-04-09
GAGAo3o,04月08日 10:51,疫情超话,还是会被烦到,转发,2,5,2022-04-09
阳泉市文化和旅游局,04月08日 10:51,360安全浏览器,关王庙景区临时关停通知,转发,1,1,2022-04-09
抚州资溪发布,04月08日 10:51,微博 weibo.com,【贯彻“八扬八治 ”深化作风建设】嵩市镇：加强24小时值班值守 切实筑牢疫情防控防线,7,5,9,2022-04-09
微博商丘,04月08日 10:51,新版微博 weibo.com,【永城市关于划定新冠肺炎疫情防控中风险区的通告】,转发,5,赞,2022-04-09
岳阳共青团,04月08日 10:51,微博视频号,他是一名来自连云港的货车司机，,转发,评论,赞,2022-04-09
南京浦口城管,04月08日 10:51,新版微博 weibo.com,【垃圾分类】近日，浦口永宁街道城管中队成立临时检查小组，针对各村（社区）垃圾亭（房）内四色垃圾桶设置情况、消杀情况、生活垃圾混装情况等进行专项检查，责令责任单位迅速进行整改落实，并检查消杀记录及相关照片等工作台账，确保统筹做好疫情防控和垃圾分类工作。（拟稿：陈健 审核：龚伟 发布： ​,1,1,1,2022-04-09
阿凯的脑洞,04月08日 10:51,微博视频号,3月中旬我这边开始封城，隔离19天后解封，由此开了这个脑洞。,1,1,1,2022-04-09
山西卫视,04月08日 10:51,微博 weibo.com,【山西运城公布6例阳性感染者活动轨迹】,1,评论,赞,2022-04-09
券商投资笔记,04月08日 10:51,新版微博 weibo.com,今天这波拉升给我的感觉，应该是有国家队入场扫货了，扫的都是新基建相关的。TMT，芯片，光伏，软件这些。今年上海疫情影响全年5.5GDP完成难度很大。疫情过去以后要加大投资和消费，因为出口外贸肯定起不来的。那么投资这块，就是老基建+新基建。老基建房地产这块应该不会作为主要发力点，所以新基金可 ​,2,2,5,2022-04-09
仙岛食光记,04月08日 10:51,360安全浏览器,#云尚岱山#,1,评论,1,2022-04-09
熊boomboom子,04月08日 10:51,iPhone客户端,加了外公家的楼栋群帮买菜，这楼组长也挺不负责的，楼里居民问问题，回答都是打居委会电话。刚才我外公因为药吃光了想买药，打电话给居委会没人接，他再到居委会去找人，结果发现电话响了居委会的人都不接。,1,评论,1,2022-04-09
Moonquakes荔枝,04月08日 10:51,吴磊的磊迷们,#武汉解封两周年#,转发,1,22,2022-04-09
EJieee-,04月08日 10:50,iPhone客户端,有没有一种可能,转发,2,9,2022-04-09
MYuzzzzz,04月08日 10:50,HUAWEI Mate 20 Pro,#上海大白当街拍死小柯基#,1,评论,2,2022-04-09
柳州公安,04月08日 10:50,微博视频号,#疫情当前 警察不退#,转发,评论,2,2022-04-09
,,,,,,,2022-04-09
东野先生的信箱,04月08日 10:50 转赞人数超过100,搞笑超话,#等疫情结束去趟西藏吧#,117,评论,135,2022-04-09
LOL英雄联盟视频,04月08日 10:50,微博 weibo.com,韩网热议“LPL不参加MSI”:LPL不来，冠军没含金量！,转发,5,16,2022-04-09
上海天气通--风云气象汇,04月08日 10:50,三星Galaxy S10,团购导致疫情问题，将负责人，那些团购赚了十几二三十几万的人需要警惕了，再下去怕事上海的房子都要被那群团购的炒上去了，短短一周多听说有人到手30w以上，怎么不去抢银行啊 ​,2,8,36,2022-04-09
律政佳人,04月08日 10:50,新版微博 weibo.com,【,4,3,6,2022-04-09
香港金融街,04月08日 10:50,分享按钮,【私樓首兩月落成量錄7312伙】,转发,评论,赞,2022-04-09
皮皮碎冰冰o,04月08日 10:50,OPPO A9,#沈阳疫情#,转发,11,4,2022-04-09
没头脑有时候真的有头脑,04月08日 10:50,iPhone客户端,我恨！我好想去看电影啊，这该死的疫情夺走了我百分之九十的快乐 ​,转发,7,9,2022-04-09
文明江西,04月08日 10:50,微博视频号,#赣沪同心共战疫情#,8,评论,2,2022-04-09
南国都市报,04月08日 10:50,微博 weibo.com,#守沪日记#,转发,评论,赞,2022-04-09
甘肃日报,04月08日 10:50,微博 weibo.com,#甘肃迎战奥密克戎#,转发,评论,赞,2022-04-09
南昌广播电视台,04月08日 10:49,微博视频号,【保供应：全市蔬菜肉类供应充足价格稳定】,转发,评论,1,2022-04-09
京都之間,04月08日 10:49,微博视频号,#疫情下的京都樱花季#,2,1,8,2022-04-09
柔情的主义,04月08日 10:49,今日头条超话,,转发,评论,赞,2022-04-09
昊兔子,04月08日 10:49,微博视频号,直击上海战疫：停下来的城市，是他们在守沪,转发,评论,1,2022-04-09
吴尚源冷月轩,04月08日 10:49,微博视频号,疫情时期～在闽南民俗信仰中的医生，你知道吗？,1,3,4,2022-04-09
赵成晨要努力开心呀,04月08日 10:47 转赞人数超过800,配音演员赵成晨超话,,31,418,906,2022-04-09
许开祯,04月08日 10:46 转赞人数超过50,新版微博 weibo.com,不管是互联网大厂裁员，还是疫情中的感染，甚至贪官被抓，太多太多人的思维仍然是，这事轮不到我，我不会的，不会是我。我们总是在一种侥幸心理下安慰自己，总觉得各种不幸离自己很远，那不过是别人的事，顶多表示一下同情就行。终于某天，事情砸到自己头上，于是傻眼了，于是愤怒了，于是恐惧了，于是 ​,14,10,62,2022-04-09
圈圈挖掘机,04月08日 10:46,微博视频号,#宠物不该沦为疫情的牺牲品#,转发,评论,2,2022-04-09
首都健康,04月08日 10:39 转赞人数超过600,iPhone客户端,北京4月7日新增9例本土确诊病例和1例本土无症状感染者 治愈出院3例,77,166,836,2022-04-09
山东教育电视台,04月08日 10:35,微博视频号,【潍坊科技学院：教师坚守一线 服务科研不停歇】面对突如其来的疫情，潍坊科技学院全面开展线上教学，这对科研工作的正常运转带来巨大挑战，潍坊科技学院贾思勰农学院教师在严格落实疫情防控要求的同时，坚守科研一线，保障科研工作不停歇。,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
平安天津,04月08日 10:34 转赞人数超过20,微博视频号,#我为群众办实事#,42,2,12,2022-04-09
南昌发布,04月08日 10:29 转赞人数超过10,微博 weibo.com,#南昌战疫日记#,19,11,12,2022-04-09
汉中发布,04月08日 10:22,微博 weibo.com,#关注汉中#,2,1,3,2022-04-09
站长爱申论,04月08日 10:20 转赞人数超过100,沪江CCTalk,【公益模考通知】,39,28,139,2022-04-09
中国日报,04月08日 10:16 转赞人数超过50,微博 weibo.com,【北京：,11,11,52,2022-04-09
鲁国平先生,04月08日 10:14 转赞人数超过40,微博视频号,【,6,10,46,2022-04-09
辽宁综合广播,04月08日 10:12,iPhone客户端,【2022年4月7日0时至24时葫芦岛新型冠状病毒肺炎疫情情况】,转发,评论,赞,2022-04-09
鞍山发布,04月08日 10:09,微博视频号,【战“疫”普法小课堂（3）】,1,评论,赞,2022-04-09
全球时事热点解读,04月08日 10:08,新版微博 weibo.com,【一分钟知天下事】2022年4月8日  星期五  农历三月初八,转发,评论,赞,2022-04-09
新浪山西,04月08日 10:06 转赞人数超过10,iPhone XR,#抗击疫情山西在行动#,1,评论,14,2022-04-09
中国交通,04月08日 09:46 转赞人数超过10,微博视频号,#您出行我守护#,转发,9,14,2022-04-09
健康成都官微,04月08日 09:32 转赞人数超过30,新版微博 weibo.com,#疫情防控#,19,13,47,2022-04-09
中新浙里,04月08日 09:31 转赞人数超过10,HUAWEI Mate 30 Pro,【浙江象山：县域对外交通通道按照防疫管控要求车辆只进不出】4月8日，据浙江省宁波市象山县新型冠状病毒感染的肺炎疫情防控工作领导小组消息，2022年4月8日0:00-24:00，浙江省宁波市象山县域对外交通通道按照防疫管控要求允许车辆进入，实行只进不出。仅保留戴港高速口作为标本送检、医疗急救、防疫物 ​,1,5,16,2022-04-09
极目新闻,04月08日 09:27 转赞人数超过100,微博视频号,【,7,18,120,2022-04-09
